VarName1,VarName2
2021-10-11 00:06:50.370,10
2021-10-11 00:06:51.383,0
2021-10-11 00:06:52.400,10
2021-10-11 00:06:55.447,0
2021-10-11 00:06:56.463,10
2021-10-11 00:06:57.477,0
2021-10-11 00:06:59.507,10
2021-10-11 00:07:00.523,0
2021-10-11 00:07:01.540,10
2021-10-11 00:07:03.573,0
2021-10-11 00:07:06.617,10
2021-10-11 00:07:08.650,0
2021-10-11 00:07:10.680,10
2021-10-11 00:07:11.697,0
2021-10-11 00:07:12.710,10
2021-10-11 00:07:14.740,0
2021-10-11 00:07:16.773,10
2021-10-11 00:07:19.820,0
2021-10-11 00:07:20.833,10
2021-10-11 00:07:23.880,0
2021-10-11 00:07:25.910,10
2021-10-11 00:07:26.927,0
2021-10-11 00:07:28.957,10
2021-10-11 00:07:29.973,0
2021-10-11 00:07:32.003,10
2021-10-11 00:07:33.020,0
2021-10-11 00:07:37.080,10
2021-10-11 00:07:39.113,0
2021-10-11 00:07:40.127,10
2021-10-11 00:07:43.173,0
2021-10-11 00:07:45.203,10
2021-10-11 00:07:49.267,0
2021-10-11 00:07:51.297,10
2021-10-11 00:07:53.327,0
2021-10-11 00:07:58.407,10
2021-10-11 00:07:59.423,0
2021-10-11 00:08:01.453,10
2021-10-11 00:08:02.467,0
2021-10-11 00:08:06.530,10
2021-10-11 00:08:07.547,0
2021-10-11 00:08:08.560,10
2021-10-11 00:08:11.610,0
2021-10-11 00:08:15.670,10
2021-10-11 00:08:17.703,0
2021-10-11 00:08:19.733,10
2021-10-11 00:08:22.780,0
2021-10-11 00:08:23.797,10
2021-10-11 00:08:24.810,0
2021-10-11 00:08:30.903,10
2021-10-11 00:08:31.917,0
2021-10-11 00:08:32.933,10
2021-10-11 00:08:38.013,0
2021-10-11 00:08:42.077,10
2021-10-11 00:08:43.090,0
2021-10-11 00:08:45.123,10
2021-10-11 00:08:46.137,0
2021-10-11 00:08:49.183,10
2021-10-11 00:08:50.200,0
2021-10-11 00:09:03.400,10
2021-10-11 00:09:04.417,0
2021-10-11 00:09:05.430,10
2021-10-11 00:09:07.460,0
2021-10-11 00:09:08.477,10
2021-10-11 00:09:09.493,0
2021-10-11 00:09:11.523,10
2021-10-11 00:09:13.553,0
2021-10-11 00:09:14.570,10
2021-10-11 00:09:15.587,0
2021-10-11 00:09:18.630,10
2021-10-11 00:09:19.647,0
2021-10-11 00:09:21.677,10
2021-10-11 00:09:22.693,0
2021-10-11 00:09:25.740,10
2021-10-11 00:09:26.753,0
2021-10-11 00:09:27.770,10
2021-10-11 00:09:33.863,0
2021-10-11 00:09:37.923,10
2021-10-11 00:09:39.957,0
2021-10-11 00:09:40.970,10
2021-10-11 00:09:41.987,0
2021-10-11 00:09:43.000,10
2021-10-11 00:09:44.017,0
2021-10-11 00:09:47.063,10
2021-10-11 00:09:48.077,0
2021-10-11 00:09:49.093,10
2021-10-11 00:09:50.110,0
2021-10-11 00:09:51.127,10
2021-10-11 00:09:52.140,0
2021-10-11 00:09:54.170,10
2021-10-11 00:09:57.217,0
2021-10-11 00:09:58.233,10
2021-10-11 00:10:02.297,0
2021-10-11 00:10:04.330,10
2021-10-11 00:10:06.363,0
2021-10-11 00:10:08.393,10
2021-10-11 00:10:09.407,0
2021-10-11 00:10:10.423,10
2021-10-11 00:10:13.470,0
2021-10-11 00:10:17.533,10
2021-10-11 00:10:18.547,0
2021-10-11 00:10:22.610,10
2021-10-11 00:10:23.623,0
2021-10-11 00:10:24.640,10
2021-10-11 00:10:26.670,0
2021-10-11 00:10:27.687,10
2021-10-11 00:10:28.703,0
2021-10-11 00:10:33.780,10
2021-10-11 00:10:34.797,0
2021-10-11 00:10:36.830,10
2021-10-11 00:10:37.843,0
2021-10-11 00:10:40.890,10
2021-10-11 00:10:41.907,0
2021-10-11 00:10:42.920,10
2021-10-11 00:10:49.023,0
2021-10-11 00:10:50.037,10
2021-10-11 00:10:51.053,0
2021-10-11 00:10:52.070,10
2021-10-11 00:10:55.117,0
2021-10-11 00:10:57.147,10
2021-10-11 00:10:58.160,0
2021-10-11 00:11:00.193,10
2021-10-11 00:11:01.207,0
2021-10-11 00:11:02.223,10
2021-10-11 00:11:03.240,0
2021-10-11 00:11:05.270,10
2021-10-11 00:11:07.300,0
2021-10-11 00:11:08.317,10
2021-10-11 00:11:09.330,0
2021-10-11 00:11:10.347,10
2021-10-11 00:11:12.377,0
2021-10-11 00:11:15.423,10
2021-10-11 00:11:17.457,0
2021-10-11 00:11:18.470,10
2021-10-11 00:11:20.500,0
2021-10-11 00:11:23.547,10
2021-10-11 00:11:27.610,0
2021-10-11 00:11:29.640,10
2021-10-11 00:11:31.670,0
2021-10-11 00:11:34.717,10
2021-10-11 00:11:36.750,0
2021-10-11 00:11:37.767,10
2021-10-11 00:11:38.780,0
2021-10-11 00:11:39.797,10
2021-10-11 00:11:40.813,0
2021-10-11 00:11:41.827,10
2021-10-11 00:11:42.843,0
2021-10-11 00:11:43.857,10
2021-10-11 00:11:44.873,0
2021-10-11 00:11:47.927,10
2021-10-11 00:11:48.940,0
2021-10-11 00:11:50.963,10
2021-10-11 00:11:52.993,0
2021-10-11 00:11:56.040,10
2021-10-11 00:11:58.070,0
2021-10-11 00:11:59.087,10
2021-10-11 00:12:00.100,0
2021-10-11 00:12:01.117,10
2021-10-11 00:12:04.177,0
2021-10-11 00:12:05.193,10
2021-10-11 00:12:06.193,0
2021-10-11 00:12:10.257,10
2021-10-11 00:12:12.300,0
2021-10-11 00:12:16.363,10
2021-10-11 00:12:22.457,0
2021-10-11 00:12:24.480,10
2021-10-11 00:12:25.497,0
2021-10-11 00:12:26.510,10
2021-10-11 00:12:28.543,0
2021-10-11 00:12:29.557,10
2021-10-11 00:12:30.573,0
2021-10-11 00:12:32.603,10
2021-10-11 00:12:33.620,0
2021-10-11 00:12:36.667,10
2021-10-11 00:12:37.677,0
2021-10-11 00:12:38.690,10
2021-10-11 00:12:39.707,0
2021-10-11 00:12:48.847,10
2021-10-11 00:12:49.863,0
2021-10-11 00:12:54.950,10
2021-10-11 00:12:55.967,0
2021-10-11 00:12:57.997,10
2021-10-11 00:13:00.027,0
2021-10-11 00:13:01.043,10
2021-10-11 00:13:05.107,0
2021-10-11 00:13:07.137,10
2021-10-11 00:13:10.183,0
2021-10-11 00:13:16.280,10
2021-10-11 00:13:17.297,0
2021-10-11 00:13:20.343,10
2021-10-11 00:13:21.357,0
2021-10-11 00:13:22.373,10
2021-10-11 00:13:23.390,0
2021-10-11 00:13:27.443,10
2021-10-11 00:13:28.463,0
2021-10-11 00:13:29.480,10
2021-10-11 00:13:30.497,0
2021-10-11 00:13:36.590,10
2021-10-11 00:13:38.623,0
2021-10-11 00:13:40.653,10
2021-10-11 00:13:41.667,0
2021-10-11 00:13:43.700,10
2021-10-11 00:13:45.730,0
2021-10-11 00:13:48.777,10
2021-10-11 00:13:50.807,0
2021-10-11 00:13:54.870,10
2021-10-11 00:13:56.900,0
2021-10-11 00:14:04.007,10
2021-10-11 00:14:05.023,0
2021-10-11 00:14:06.037,10
2021-10-11 00:14:09.083,0
2021-10-11 00:14:10.100,10
2021-10-11 00:14:11.117,0
2021-10-11 00:14:17.207,10
2021-10-11 00:14:19.240,0
2021-10-11 00:14:22.287,10
2021-10-11 00:14:24.317,0
2021-10-11 00:14:29.393,10
2021-10-11 00:14:30.407,0
2021-10-11 00:14:38.537,10
2021-10-11 00:14:40.570,0
2021-10-11 00:14:42.600,10
2021-10-11 00:14:43.617,0
2021-10-11 00:14:46.660,10
2021-10-11 00:14:49.707,0
2021-10-11 00:14:50.723,10
2021-10-11 00:14:51.747,0
2021-10-11 00:14:52.760,10
2021-10-11 00:14:54.790,0
2021-10-11 00:14:59.877,10
2021-10-11 00:15:00.890,0
2021-10-11 00:15:01.907,10
2021-10-11 00:15:03.937,0
2021-10-11 00:15:06.983,10
2021-10-11 00:15:08.000,0
2021-10-11 00:15:11.047,10
2021-10-11 00:15:12.060,0
2021-10-11 00:15:16.127,10
2021-10-11 00:15:18.157,0
2021-10-11 00:15:26.293,10
2021-10-11 00:15:27.307,0
2021-10-11 00:15:31.370,10
2021-10-11 00:15:34.423,0
2021-10-11 00:15:46.617,10
2021-10-11 00:15:47.633,0
2021-10-11 00:15:51.697,10
2021-10-11 00:15:52.710,0
2021-10-11 00:15:53.727,10
2021-10-11 00:15:54.740,0
2021-10-11 00:15:57.787,10
2021-10-11 00:15:58.803,0
2021-10-11 00:15:59.820,10
2021-10-11 00:16:00.837,0
2021-10-11 00:16:05.913,10
2021-10-11 00:16:06.927,0
2021-10-11 00:16:08.957,10
2021-10-11 00:16:13.020,0
2021-10-11 00:16:17.083,10
2021-10-11 00:16:18.097,0
2021-10-11 00:16:19.113,10
2021-10-11 00:16:21.143,0
2021-10-11 00:16:24.190,10
2021-10-11 00:16:26.220,0
2021-10-11 00:16:36.377,10
2021-10-11 00:16:38.407,0
2021-10-11 00:16:39.420,10
2021-10-11 00:16:41.453,0
2021-10-11 00:16:42.467,10
2021-10-11 00:16:43.483,0
2021-10-11 00:16:47.543,10
2021-10-11 00:16:48.560,0
2021-10-11 00:16:51.607,10
2021-10-11 00:16:52.623,0
2021-10-11 00:16:57.693,10
2021-10-11 00:16:58.707,0
2021-10-11 00:17:05.817,10
2021-10-11 00:17:06.833,0
2021-10-11 00:17:07.847,10
2021-10-11 00:17:08.863,0
2021-10-11 00:17:13.940,10
2021-10-11 00:17:14.957,0
2021-10-11 00:17:22.067,10
2021-10-11 00:17:23.083,0
2021-10-11 00:17:24.097,10
2021-10-11 00:17:26.130,0
2021-10-11 00:17:29.177,10
2021-10-11 00:17:30.190,0
2021-10-11 00:17:37.297,10
2021-10-11 00:17:38.313,0
2021-10-11 00:17:46.440,10
2021-10-11 00:17:47.460,0
2021-10-11 00:17:51.520,10
2021-10-11 00:17:52.537,0
2021-10-11 00:17:53.550,10
2021-10-11 00:17:54.567,0
2021-10-11 00:17:58.627,10
2021-10-11 00:17:59.643,0
2021-10-11 00:18:03.707,10
2021-10-11 00:18:04.720,0
2021-10-11 00:18:07.767,10
2021-10-11 00:18:08.783,0
2021-10-11 00:18:09.797,10
2021-10-11 00:18:10.813,0
2021-10-11 00:18:11.830,10
2021-10-11 00:18:12.847,0
2021-10-11 00:18:15.893,10
2021-10-11 00:18:18.940,0
2021-10-11 00:18:20.970,10
2021-10-11 00:18:21.987,0
2021-10-11 00:18:24.017,10
2021-10-11 00:18:25.033,0
2021-10-11 00:18:26.047,10
2021-10-11 00:18:27.063,0
2021-10-11 00:18:28.077,10
2021-10-11 00:18:29.093,0
2021-10-11 00:18:30.110,10
2021-10-11 00:18:31.127,0
2021-10-11 00:18:36.207,10
2021-10-11 00:18:37.220,0
2021-10-11 00:18:39.250,10
2021-10-11 00:18:40.267,0
2021-10-11 00:18:42.297,10
2021-10-11 00:18:43.313,0
2021-10-11 00:18:44.327,10
2021-10-11 00:18:48.393,0
2021-10-11 00:18:53.477,10
2021-10-11 00:18:55.507,0
2021-10-11 00:18:58.553,10
2021-10-11 00:19:00.583,0
2021-10-11 00:19:06.677,10
2021-10-11 00:19:08.707,0
2021-10-11 00:19:10.740,10
2021-10-11 00:19:14.800,0
2021-10-11 00:19:18.870,10
2021-10-11 00:19:19.887,0
2021-10-11 00:19:20.900,10
2021-10-11 00:19:22.930,0
2021-10-11 00:19:23.947,10
2021-10-11 00:19:24.963,0
2021-10-11 00:19:25.977,10
2021-10-11 00:19:28.007,0
2021-10-11 00:19:30.040,10
2021-10-11 00:19:31.053,0
2021-10-11 00:19:32.070,10
2021-10-11 00:19:33.087,0
2021-10-11 00:19:42.223,10
2021-10-11 00:19:43.240,0
2021-10-11 00:19:46.287,10
2021-10-11 00:19:47.300,0
2021-10-11 00:19:48.317,10
2021-10-11 00:19:49.333,0
2021-10-11 00:19:50.347,10
2021-10-11 00:19:52.377,0
2021-10-11 00:19:53.393,10
2021-10-11 00:19:55.427,0
2021-10-11 00:20:01.520,10
2021-10-11 00:20:03.557,0
2021-10-11 00:20:05.587,10
2021-10-11 00:20:07.617,0
2021-10-11 00:20:08.633,10
2021-10-11 00:20:10.667,0
2021-10-11 00:20:11.680,10
2021-10-11 00:20:12.697,0
2021-10-11 00:20:14.727,10
2021-10-11 00:20:15.743,0
2021-10-11 00:20:16.757,10
2021-10-11 00:20:17.773,0
2021-10-11 00:20:18.790,10
2021-10-11 00:20:21.837,0
2021-10-11 00:20:28.947,10
2021-10-11 00:20:34.023,0
2021-10-11 00:20:35.037,10
2021-10-11 00:20:37.070,0
2021-10-11 00:20:43.160,10
2021-10-11 00:20:44.177,0
2021-10-11 00:20:51.287,10
2021-10-11 00:20:53.317,0
2021-10-11 00:20:54.333,10
2021-10-11 00:20:55.347,0
2021-10-11 00:20:57.380,10
2021-10-11 00:20:58.393,0
2021-10-11 00:21:04.487,10
2021-10-11 00:21:05.503,0
2021-10-11 00:21:07.533,10
2021-10-11 00:21:08.547,0
2021-10-11 00:21:09.567,10
2021-10-11 00:21:10.580,0
2021-10-11 00:21:13.627,10
2021-10-11 00:21:15.657,0
2021-10-11 00:21:16.673,10
2021-10-11 00:21:17.690,0
2021-10-11 00:21:24.797,10
2021-10-11 00:21:25.813,0
2021-10-11 00:21:27.843,10
2021-10-11 00:21:28.860,0
2021-10-11 00:21:40.020,10
2021-10-11 00:21:41.037,0
2021-10-11 00:21:43.067,10
2021-10-11 00:21:45.097,0
2021-10-11 00:21:48.143,10
2021-10-11 00:21:50.177,0
2021-10-11 00:21:52.207,10
2021-10-11 00:21:53.220,0
2021-10-11 00:21:58.297,10
2021-10-11 00:21:59.313,0
2021-10-11 00:22:01.347,10
2021-10-11 00:22:05.407,0
2021-10-11 00:22:06.423,10
2021-10-11 00:22:07.437,0
2021-10-11 00:22:11.500,10
2021-10-11 00:22:12.513,0
2021-10-11 00:22:13.530,10
2021-10-11 00:22:16.577,0
2021-10-11 00:22:17.590,10
2021-10-11 00:22:19.623,0
2021-10-11 00:22:20.637,10
2021-10-11 00:22:21.653,0
2021-10-11 00:22:27.747,10
2021-10-11 00:22:28.760,0
2021-10-11 00:22:32.823,10
2021-10-11 00:22:34.837,0
2021-10-11 00:22:39.917,10
2021-10-11 00:22:40.930,0
2021-10-11 00:22:42.960,10
2021-10-11 00:22:44.993,0
2021-10-11 00:22:53.117,10
2021-10-11 00:22:54.130,0
2021-10-11 00:22:55.147,10
2021-10-11 00:22:56.163,0
2021-10-11 00:23:00.223,10
2021-10-11 00:23:01.240,0
2021-10-11 00:23:02.253,10
2021-10-11 00:23:04.287,0
2021-10-11 00:23:07.333,10
2021-10-11 00:23:08.350,0
2021-10-11 00:23:09.363,10
2021-10-11 00:23:10.380,0
2021-10-11 00:23:13.427,10
2021-10-11 00:23:14.440,0
2021-10-11 00:23:15.457,10
2021-10-11 00:23:16.473,0
2021-10-11 00:23:20.533,10
2021-10-11 00:23:21.550,0
2021-10-11 00:23:28.657,10
2021-10-11 00:23:29.673,0
2021-10-11 00:23:31.703,10
2021-10-11 00:23:32.710,0
2021-10-11 00:23:43.880,10
2021-10-11 00:23:44.897,0
2021-10-11 00:23:45.913,10
2021-10-11 00:23:46.927,0
2021-10-11 00:23:47.943,10
2021-10-11 00:23:48.957,0
2021-10-11 00:23:54.037,10
2021-10-11 00:23:56.070,0
2021-10-11 00:23:57.087,10
2021-10-11 00:23:59.117,0
2021-10-11 00:24:00.130,10
2021-10-11 00:24:01.147,0
2021-10-11 00:24:12.317,10
2021-10-11 00:24:13.333,0
2021-10-11 00:24:14.347,10
2021-10-11 00:24:17.393,0
2021-10-11 00:24:25.517,10
2021-10-11 00:24:26.533,0
2021-10-11 00:24:34.657,10
2021-10-11 00:24:35.670,0
2021-10-11 00:24:42.790,10
2021-10-11 00:24:44.820,0
2021-10-11 00:24:47.867,10
2021-10-11 00:24:49.897,0
2021-10-11 00:24:51.927,10
2021-10-11 00:24:52.943,0
2021-10-11 00:24:54.973,10
2021-10-11 00:24:55.990,0
2021-10-11 00:24:58.020,10
2021-10-11 00:24:59.037,0
2021-10-11 00:25:02.083,10
2021-10-11 00:25:04.113,0
2021-10-11 00:25:19.347,10
2021-10-11 00:25:22.390,0
2021-10-11 00:25:28.483,10
2021-10-11 00:25:29.500,0
2021-10-11 00:25:33.560,10
2021-10-11 00:25:34.580,0
2021-10-11 00:25:41.687,10
2021-10-11 00:25:42.703,0
2021-10-11 00:25:44.733,10
2021-10-11 00:25:45.750,0
2021-10-11 00:25:47.780,10
2021-10-11 00:25:48.797,0
2021-10-11 00:25:51.843,10
2021-10-11 00:25:52.857,0
2021-10-11 00:25:55.910,10
2021-10-11 00:25:56.927,0
2021-10-11 00:25:59.970,10
2021-10-11 00:26:00.987,0
2021-10-11 00:26:03.017,10
2021-10-11 00:26:05.047,0
2021-10-11 00:26:06.063,10
2021-10-11 00:26:08.097,0
2021-10-11 00:26:12.157,10
2021-10-11 00:26:13.173,0
2021-10-11 00:26:16.217,10
2021-10-11 00:26:18.250,0
2021-10-11 00:26:31.450,10
2021-10-11 00:26:32.467,0
2021-10-11 00:26:38.557,10
2021-10-11 00:26:39.573,0
2021-10-11 00:26:41.603,10
2021-10-11 00:26:42.620,0
2021-10-11 00:26:45.667,10
2021-10-11 00:26:46.680,0
2021-10-11 00:26:47.697,10
2021-10-11 00:26:48.713,0
2021-10-11 00:26:50.743,10
2021-10-11 00:26:51.757,0
2021-10-11 00:26:57.850,10
2021-10-11 00:26:58.867,0
2021-10-11 00:27:02.927,10
2021-10-11 00:27:04.957,0
2021-10-11 00:27:06.990,10
2021-10-11 00:27:08.007,0
2021-10-11 00:27:10.037,10
2021-10-11 00:27:11.050,0
2021-10-11 00:27:14.097,10
2021-10-11 00:27:15.113,0
2021-10-11 00:27:20.190,10
2021-10-11 00:27:23.237,0
2021-10-11 00:27:24.250,10
2021-10-11 00:27:26.283,0
2021-10-11 00:27:32.377,10
2021-10-11 00:27:35.420,0
2021-10-11 00:27:38.467,10
2021-10-11 00:27:39.483,0
2021-10-11 00:27:43.547,10
2021-10-11 00:27:45.577,0
2021-10-11 00:27:55.730,10
2021-10-11 00:27:56.747,0
2021-10-11 00:27:57.760,10
2021-10-11 00:27:58.777,0
2021-10-11 00:27:59.793,10
2021-10-11 00:28:00.807,0
2021-10-11 00:28:13.003,10
2021-10-11 00:28:14.017,0
2021-10-11 00:28:17.063,10
2021-10-11 00:28:19.093,0
2021-10-11 00:28:24.170,10
2021-10-11 00:28:25.187,0
2021-10-11 00:28:26.203,10
2021-10-11 00:28:27.217,0
2021-10-11 00:28:29.247,10
2021-10-11 00:28:32.300,0
2021-10-11 00:28:33.317,10
2021-10-11 00:28:34.330,0
2021-10-11 00:28:37.377,10
2021-10-11 00:28:39.407,0
2021-10-11 00:28:41.437,10
2021-10-11 00:28:42.453,0
2021-10-11 00:28:43.470,10
2021-10-11 00:28:44.487,0
2021-10-11 00:28:45.500,10
2021-10-11 00:28:46.517,0
2021-10-11 00:28:51.597,10
2021-10-11 00:28:52.613,0
2021-10-11 00:28:54.643,10
2021-10-11 00:28:55.660,0
2021-10-11 00:28:56.677,10
2021-10-11 00:28:58.707,0
2021-10-11 00:29:00.737,10
2021-10-11 00:29:02.767,0
2021-10-11 00:29:06.830,10
2021-10-11 00:29:07.847,0
2021-10-11 00:29:11.907,10
2021-10-11 00:29:12.923,0
2021-10-11 00:29:16.983,10
2021-10-11 00:29:18.000,0
2021-10-11 00:29:21.047,10
2021-10-11 00:29:22.060,0
2021-10-11 00:29:23.077,10
2021-10-11 00:29:24.093,0
2021-10-11 00:29:25.110,10
2021-10-11 00:29:26.127,0
2021-10-11 00:29:27.143,10
2021-10-11 00:29:30.187,0
2021-10-11 00:29:33.233,10
2021-10-11 00:29:34.250,0
2021-10-11 00:29:37.297,10
2021-10-11 00:29:38.313,0
2021-10-11 00:29:39.327,10
2021-10-11 00:29:42.373,0
2021-10-11 00:29:43.390,10
2021-10-11 00:29:45.420,0
2021-10-11 00:29:48.467,10
2021-10-11 00:29:50.497,0
2021-10-11 00:29:51.513,10
2021-10-11 00:29:53.543,0
2021-10-11 00:29:56.590,10
2021-10-11 00:30:01.660,0
2021-10-11 00:30:04.707,10
2021-10-11 00:30:05.723,0
2021-10-11 00:30:08.770,10
2021-10-11 00:30:12.830,0
2021-10-11 00:30:14.863,10
2021-10-11 00:30:16.893,0
2021-10-11 00:30:17.907,10
2021-10-11 00:30:18.923,0
2021-10-11 00:30:21.970,10
2021-10-11 00:30:24.000,0
2021-10-11 00:30:25.017,10
2021-10-11 00:30:28.070,0
2021-10-11 00:30:29.083,10
2021-10-11 00:30:30.100,0
2021-10-11 00:30:31.117,10
2021-10-11 00:30:32.130,0
2021-10-11 00:30:33.147,10
2021-10-11 00:30:34.160,0
2021-10-11 00:30:38.223,10
2021-10-11 00:30:39.237,0
2021-10-11 00:30:41.270,10
2021-10-11 00:30:43.300,0
2021-10-11 00:30:47.363,10
2021-10-11 00:30:49.393,0
2021-10-11 00:30:52.440,10
2021-10-11 00:30:54.470,0
2021-10-11 00:30:55.487,10
2021-10-11 00:30:56.503,0
2021-10-11 00:30:57.517,10
2021-10-11 00:30:59.547,0
2021-10-11 00:31:00.563,10
2021-10-11 00:31:01.580,0
2021-10-11 00:31:02.597,10
2021-10-11 00:31:04.627,0
2021-10-11 00:31:05.640,10
2021-10-11 00:31:06.657,0
2021-10-11 00:31:07.673,10
2021-10-11 00:31:08.687,0
2021-10-11 00:31:13.763,10
2021-10-11 00:31:19.857,0
2021-10-11 00:31:22.907,10
2021-10-11 00:31:23.920,0
2021-10-11 00:31:27.983,10
2021-10-11 00:31:31.027,0
2021-10-11 00:31:32.043,10
2021-10-11 00:31:33.060,0
2021-10-11 00:31:36.107,10
