type_1,type_2,type_3,baseline_1,baseline_2,baseline_3,optimized_1,optimized_2,optimized_3
"Energy","Facilities Power","On-Peak Power",1028.75755001677,1836.29377075813,681.699395972167,1027.14304147156,1298.4242982471,459.68934707345
